x,y,z,t,v
-28.41743703,5.783534621,0,0.000499747,80.59775205
-28.32284216,6.230297913,0,0.000500753,84.49239816
-28.221224,6.675516159,0,0.000501646,88.70521717
-28.11260771,7.119079153,0,0.000502423,93.19512981
-27.99702026,7.560876707,0,0.000503079,97.9251089
-27.8744903,8.000799366,0,0.000503611,102.8345356
-27.74504818,8.438738137,0,0.000504017,107.8303119
-27.60872606,8.874584229,0,0.000504293,112.7822395
-27.46555771,9.308229662,0,0.000504436,117.5178549
-27.31557861,9.739566997,0,0.000504443,121.825036
-27.158826,10.16848908,0,0.000504311,125.4614445
-26.99533873,10.59488966,0,0.000504036,128.1759422
-26.8251573,11.01866307,0,0.000503616,129.7389508
-26.64832398,11.43970406,0,0.000503047,129.9786493
-26.46488259,11.85790831,0,0.000502327,128.8597953
-26.27487857,12.27317221,0,0.000501458,126.5193231
-26.07835913,12.68539259,0,0.000500443,123.1711092
-25.87537295,13.09446734,0,0.000499286,119.0567531
-25.66597032,13.50029509,0,0.000497989,114.4087008
-25.45020326,13.90277505,0,0.000496556,109.4364075
-25.22812523,14.30180748,0,0.000494989,104.3137916
-24.99979125,14.69729354,0,0.000493291,99.17720082
-24.76525804,15.08913497,0,0.000491467,94.13022215
-24.5245837,15.47723471,0,0.000489518,89.24401599
-24.27782787,15.86149658,0,0.000487448,84.56723552
-24.02505184,16.24182514,0,0.000485261,80.12978335
-23.76631818,16.61812625,0,0.000482959,75.9930002
-23.50169117,16.99030642,0,0.000480574,72.32991501
-23.23123636,17.35827345,0,0.000478161,69.16806178
-22.95502077,17.72193617,0,0.00047578,66.48390062
-22.673113,18.08120424,0,0.000473486,64.2517351
-22.38558291,18.43598866,0,0.000471337,62.44981164
-22.09250172,18.78620152,0,0.000469391,61.06154163
-21.79394225,19.13175583,0,0.000467706,60.0776897
-21.48997847,19.47256597,0,0.000466339,59.49672529
-21.18068567,19.80854751,0,0.000465347,59.32418145
-20.8661407,20.13961699,0,0.000464788,59.57255733
-20.54642148,20.46569237,0,0.00046472,60.25807593
-20.22160723,20.78669289,0,0.0004652,61.39468269
-19.89177863,21.10253878,0,0.000466277,62.98393802
-19.55701739,21.41315181,0,0.000467965,64.9847915
-19.21740647,21.71845502,0,0.00047027,67.27818212
-18.87303022,22.01837257,0,0.000473197,69.6604483
-18.52397396,22.31283014,0,0.000476753,71.81566808
-18.17032417,22.60175479,0,0.000480943,73.31664318
-17.8121687,22.88507475,0,0.000485773,73.69631503
-17.44959629,23.16271982,0,0.000491249,72.6058769
-17.08269676,23.43462121,0,0.000497375,69.98418749
-16.71156127,23.70071138,0,0.000504158,66.10443488
-16.33628166,23.96092447,0,0.000511604,61.45217419
-15.95695118,24.21519583,0,0.000519719,56.52569415
-15.57366381,24.46346246,0,0.0005285,52.01906082
-15.18651449,24.70566287,0,0.000537792,49.08395327
-14.79559941,24.94173687,0,0.000547283,47.56987687
-14.40101541,25.17162599,0,0.000556652,47.19171281
-14.00286026,25.39527327,0,0.00056558,47.79797525
-13.60123286,25.61262315,0,0.000573749,49.28494415
-13.19623272,25.82362178,0,0.00058084,51.48938492
-12.78796018,26.02821689,0,0.000586533,53.99859252
-12.37651665,26.22635765,0,0.000590508,55.87093954
-11.96200408,26.41799497,0,0.000592448,55.60016728
-11.54452516,26.60308138,0,0.000592032,52.03758105
-11.12418359,26.78157089,0,0.000588941,45.75316454
-10.70108353,26.95341929,0,0.000582857,38.60744285
-10.27532978,27.11858399,0,0.000573558,32.52762559
-9.847028128,27.27702398,0,0.000561222,28.1046249
-9.416284672,27.42869999,0,0.000546124,24.90418551
-8.983206133,27.57357444,0,0.000528539,22.55256118
-8.547900094,27.71161136,0,0.000508743,20.79833395
-8.110474405,27.84277653,0,0.00048701,19.47822689
-7.671037437,27.96703747,0,0.000463617,18.48504943
-7.229698353,28.0843633,0,0.000438838,17.7480698
-6.7865664,28.19472498,0,0.00041295,17.22024442
-6.341751657,28.29809509,0,0.000386227,16.87091814
-5.895364329,28.39444804,0,0.000358944,16.68130522
-5.447515009,28.48375994,0,0.000331378,16.64212736
-4.998314949,28.56600861,0,0.000303803,16.74645203
-4.547875441,28.64117367,0,0.000276462,16.97669225
-4.096308082,28.70923649,0,0.00024957,17.33823213
-3.643725046,28.77018018,0,0.000223341,17.8487381
-3.190238465,28.82398964,0,0.000197988,18.53453555
-2.735960689,28.87065152,0,0.000173724,19.43407632
-2.281004568,28.91015424,0,0.000150762,20.60374423
-1.825482819,28.94248801,0,0.000129317,22.12750165
-1.369508299,28.96764483,0,0.0001096,24.13416707
-0.913194277,28.98561844,0,9.18E-05,26.82864362
-0.456653808,28.99640439,0,7.62E-05,30.55263256
-7.11E-15,29,0,6.30E-05,35.90733621
0,29,0.2,5.44E-05,49.24885794
0.456653743,28.99640439,0.2,4.65E-05,55.31796419
0.913194247,28.98561844,0.2,4.11E-05,69.14512911
1.369508303,28.96764483,0.2,3.79E-05,82.37864015
1.825482758,28.94248802,0.2,3.66E-05,89.43507948
2.281004542,28.91015424,0.2,3.70E-05,88.35177492
2.735960698,28.87065152,0.2,3.88E-05,83.08884389
3.190238408,28.82398964,0.2,4.16E-05,77.67489221
3.643725025,28.77018019,0.2,4.53E-05,73.81690788
4.096308095,28.70923649,0.2,4.95E-05,71.95753202
4.547875389,28.64117367,0.2,5.40E-05,72.22219339
4.998314931,28.56600861,0.2,5.84E-05,74.8204493
5.447515026,28.48375994,0.2,0.000062571,80.21378844
5.895364282,28.39444805,0.2,0.000066159,88.54025938
6.341751644,28.2980951,0.2,6.91E-05,97.69509685
6.786566422,28.19472497,0.2,0.000071372,106.6309585
7.229698311,28.08436331,0.2,7.31E-05,114.7619244
7.671037428,27.96703747,0.2,0.000074375,121.5542174
8.110474333,27.84277655,0.2,7.52E-05,126.6941839
8.547900057,27.71161137,0.2,7.57E-05,130.1791995
8.983206129,27.57357444,0.2,7.59E-05,132.2769478
9.416284605,27.42870001,0.2,7.58E-05,133.3950678
9.84702809,27.27702399,0.2,7.56E-05,133.9450422
10.27532978,27.11858399,0.2,7.52E-05,134.2518616
10.70108346,26.95341931,0.2,7.49E-05,134.5127749
11.12418356,26.7815709,0.2,7.45E-05,134.778467
11.54452516,26.60308138,0.2,7.43E-05,134.8815865
11.96200402,26.417995,0.2,7.41E-05,134.6970908
12.37651662,26.22635766,0.2,7.40E-05,134.2382005
12.78796019,26.02821689,0.2,0.000073956,133.5269211
13.19623267,25.82362181,0.2,7.40E-05,132.588184
13.60123285,25.61262316,0.2,7.42E-05,131.4488403
14.00286027,25.39527327,0.2,7.44E-05,130.1367842
14.40101537,25.17162602,0.2,7.47E-05,128.6799396
14.79559939,24.94173688,0.2,7.51E-05,127.1055887
15.18651451,24.70566286,0.2,7.56E-05,125.4397981
15.57366376,24.46346249,0.2,7.62E-05,123.7068607
15.95695118,24.21519583,0.2,7.68E-05,121.9293739
16.33628168,23.96092446,0.2,7.75E-05,120.167021
16.71156123,23.70071141,0.2,7.83E-05,118.6083151
17.08269675,23.43462122,0.2,7.91E-05,117.324496
17.44959623,23.16271986,0.2,7.98E-05,116.3184274
17.81216867,22.88507477,0.2,8.06E-05,115.5655761
18.17032417,22.60175479,0.2,8.12E-05,115.01718
18.5239739,22.31283019,0.2,8.17E-05,114.5999533
18.87303019,22.01837259,0.2,8.20E-05,114.2153483
19.21740647,21.71845502,0.2,8.21E-05,113.7392007
19.55701734,21.41315186,0.2,8.20E-05,113.0240847
19.8917786,21.1025388,0.2,8.16E-05,111.9076941
20.22160723,20.78669289,0.2,8.09E-05,110.2290172
20.54642144,20.46569242,0.2,7.98E-05,107.8618617
20.86614068,20.13961701,0.2,7.83E-05,104.9927562
21.18068568,19.8085475,0.2,7.65E-05,101.9990589
21.48997843,19.47256602,0.2,7.43E-05,99.04073889
21.79394224,19.13175584,0.2,0.000071748,96.21822151
22.09250173,18.78620151,0.2,6.89E-05,93.59444074
22.38558288,18.4359887,0.2,6.58E-05,91.20500277
22.67311299,18.08120426,0.2,6.25E-05,89.0672245
22.95502078,17.72193615,0.2,5.89E-05,87.18670971
23.23123633,17.35827349,0.2,5.51E-05,85.56255736
23.50169116,16.99030643,0.2,5.11E-05,84.18997622
23.76631819,16.61812623,0.2,4.70E-05,83.06280661
24.02505182,16.24182518,0.2,4.27E-05,82.17456986
24.27782787,15.86149659,0.2,0.000038284,81.61802357
24.52458367,15.47723477,0.2,3.38E-05,81.78840891
24.76525802,15.08913501,0.2,2.94E-05,82.81757483
24.99979125,14.69729355,0.2,2.50E-05,84.7792493
25.2281252,14.30180754,0.2,2.07E-05,87.7965982
25.45020324,13.90277508,0.2,1.67E-05,92.05493928
25.66597032,13.50029509,0.2,1.30E-05,97.81584455
25.87537292,13.0944674,0.2,9.70E-06,105.4233794
26.07835912,12.68539262,0.2,6.82E-06,115.2701224
26.27487857,12.27317221,0.2,4.45E-06,127.6199123
26.46488256,11.85790837,0.2,2.69E-06,142.0202571
26.64832397,11.43970409,0.2,1.59E-06,155.900893
26.8251573,11.01866307,0.2,1.23E-06,163.1007722
26.99533871,10.59488971,0.2,1.65E-06,158.4180572
27.15882599,10.1684891,0.2,2.81E-06,146.5986324
27.31557861,9.739566987,0.2,4.59E-06,133.8442817
27.4655577,9.30822971,0.2,6.92E-06,122.9618577
27.60872606,8.874584249,0.2,9.69E-06,114.5963719
27.74504819,8.438738118,0.2,1.28E-05,108.6226695
27.87449029,8.000799415,0.2,1.62E-05,104.7675752
27.99702026,7.560876717,0.2,1.98E-05,102.8164819
28.11260771,7.119079133,0.2,2.35E-05,102.6728347
28.22122399,6.675516198,0.2,0.000027115,104.3817745
28.32284216,6.230297923,0.2,3.07E-05,108.1609947
28.41743701,5.78353469,0.2,3.40E-05,114.4624967
28.50498511,5.335337304,0.2,3.71E-05,123.3886354
28.58546472,4.885816898,0.2,3.99E-05,132.6757285
28.6588559,4.435084929,0.2,4.25E-05,141.2522778
28.72514045,3.983253187,0.2,4.49E-05,148.5286478
28.78430194,3.530433695,0.2,4.72E-05,153.8224946
28.83632568,3.076738759,0.2,4.95E-05,156.4449873
28.88119878,2.622280864,0.2,5.18E-05,155.8611992
28.91891012,2.167172724,0.2,5.42E-05,151.8803849
28.94945034,1.711527172,0.2,5.68E-05,144.7824097
28.97281186,1.255457217,0.2,5.96E-05,135.2748483
28.9889889,0.799075933,0.2,0.000062654,124.2947891
28.99797745,0.342496509,0.2,6.61E-05,112.7597951
28.99977527,-0.114167855,0.2,7.00E-05,101.4410751
28.99438192,-0.570803899,0.2,7.44E-05,91.62111218
28.98179874,-1.027298408,0.2,7.92E-05,83.78790168
28.96202884,-1.483538165,0.2,8.44E-05,77.45150097
28.93507713,-1.939410054,0.2,9.01E-05,72.23989876
28.9009503,-2.394801011,0.2,9.61E-05,67.8899972
28.8596568,-2.849598131,0.2,0.000102354,64.2114741
28.81120687,-3.303688617,0.2,0.000108934,61.06501017
28.75561254,-3.756959886,0.2,0.00011576,58.34605006
28.69288758,-4.209299519,0.2,0.000122794,55.97539348
28.62304755,-4.660595358,0.2,0.000130003,53.89167352
